gp_code,allf2f_early,allf2f_late,d_allf2f,gpf2f_early,gpf2f_late,d_gpf2f,othf2f_early,othf2f_late,d_othf2f,gpf2f_ofgp_early,gpf2f_ofgp_late,d_gpf2f_ofgp
A86006,96.6,90.08,-6.52,58.18,47.36,-10.82,38.42,42.72,4.3,98.11,95.74,-2.38
A86008,94.77,89.74,-5.03,40.81,23.53,-17.29,53.95,66.21,12.26,98.01,98.04,0.03
A86010,72.71,49.17,-23.54,20.58,14.38,-6.19,52.14,34.79,-17.35,49.93,40.88,-9.04
A86011,63.07,38.12,-24.94,14.64,4.32,-10.32,48.43,33.81,-14.62,59.64,17.16,-42.48
A86012,78.96,81.64,2.68,32.84,34.52,1.68,46.12,47.11,1.0,65.01,86.05,21.04
A86013,75.52,60.05,-15.47,27.94,18.77,-9.16,47.58,41.27,-6.31,57.35,39.75,-17.6
A86016,87.88,34.74,-53.15,51.78,17.73,-34.05,36.1,17.0,-19.09,92.24,28.91,-63.33
A86017,65.77,68.04,2.27,35.8,39.88,4.08,29.97,28.16,-1.81,61.76,68.42,6.66
A86018,70.92,38.93,-32.0,30.02,16.42,-13.61,40.9,22.51,-18.39,55.86,29.93,-25.94
A86020,95.06,67.0,-28.06,29.88,21.22,-8.66,65.18,45.78,-19.4,99.85,98.72,-1.14
A86021,71.0,50.12,-20.89,37.94,23.54,-14.4,33.06,26.58,-6.48,70.79,60.34,-10.45
A86022,93.58,68.13,-25.45,43.5,34.19,-9.31,50.08,33.94,-16.14,97.44,63.09,-34.35
A86023,67.89,56.55,-11.34,33.47,27.96,-5.51,34.42,28.59,-5.83,57.99,42.93,-15.06
A86024,55.61,54.41,-1.2,20.66,27.52,6.86,34.95,26.88,-8.06,59.38,50.03,-9.35
A86025,99.97,61.11,-38.86,41.85,21.33,-20.52,58.12,39.78,-18.34,99.94,54.77,-45.17
A86026,60.9,43.21,-17.69,24.55,21.68,-2.87,36.35,21.53,-14.82,45.73,35.97,-9.76
A86027,99.9,95.71,-4.2,50.99,46.61,-4.38,48.91,49.1,0.18,99.81,97.07,-2.73
A86028,72.6,71.27,-1.34,34.3,29.18,-5.12,38.3,42.08,3.78,63.33,62.32,-1.0
A86029,79.69,33.9,-45.78,24.99,14.85,-10.14,54.7,19.06,-35.64,80.41,68.16,-12.26
A86030,88.21,64.84,-23.37,41.84,19.21,-22.63,46.37,45.63,-0.74,93.62,55.38,-38.24
A86031,78.78,76.3,-2.48,36.7,34.49,-2.21,42.08,41.81,-0.27,66.94,75.04,8.1
A86033,92.42,54.92,-37.5,57.39,24.89,-32.5,35.03,30.03,-5.0,90.22,53.11,-37.11
A86037,92.66,82.93,-9.73,36.78,28.11,-8.66,55.88,54.81,-1.07,92.84,91.53,-1.31
A86038,96.04,87.76,-8.28,68.73,61.91,-6.82,27.31,25.85,-1.46,98.01,97.91,-0.1
A86040,69.85,53.18,-16.66,26.57,24.05,-2.51,43.28,29.13,-14.15,55.7,48.85,-6.85
A86041,76.51,73.06,-3.45,35.97,31.65,-4.32,40.53,41.41,0.87,87.81,82.51,-5.3
A86601,65.17,67.88,2.71,15.3,14.18,-1.12,49.86,53.69,3.83,40.57,46.49,5.92
A87002,84.15,77.72,-6.43,38.6,28.31,-10.29,45.55,49.41,3.86,93.64,84.88,-8.76
A87004,85.3,76.77,-8.53,25.2,30.5,5.3,60.1,46.27,-13.83,80.13,94.96,14.83
A87005,75.47,78.97,3.5,37.09,37.76,0.67,38.38,41.21,2.83,75.41,75.87,0.47
A87007,60.26,64.88,4.63,19.66,24.26,4.6,40.6,40.62,0.03,63.47,65.51,2.04
A87008,53.45,47.61,-5.84,14.8,11.15,-3.65,38.65,36.45,-2.19,28.41,22.73,-5.67
A87009,84.83,70.74,-14.09,30.66,19.46,-11.2,54.17,51.28,-2.89,71.66,49.03,-22.63
A87011,71.6,56.72,-14.88,24.79,15.99,-8.79,46.82,40.72,-6.09,65.37,44.07,-21.3
A87012,90.54,88.25,-2.29,48.1,51.23,3.13,42.44,37.02,-5.42,99.17,98.81,-0.36
A87013,67.97,73.93,5.96,19.25,23.28,4.03,48.71,50.64,1.93,53.9,58.66,4.77
A87016,78.06,71.72,-6.33,35.36,34.65,-0.71,42.7,37.08,-5.62,70.54,69.37,-1.17
A87017,96.4,88.25,-8.15,32.03,43.4,11.36,64.36,44.85,-19.51,99.95,96.76,-3.2
A87020,82.31,79.69,-2.62,44.05,41.79,-2.25,38.26,37.9,-0.36,74.05,70.82,-3.23
A87022,81.32,80.46,-0.85,26.07,25.31,-0.75,55.25,55.15,-0.1,83.37,74.96,-8.42
A87029,82.85,74.94,-7.91,30.4,25.89,-4.51,52.45,49.05,-3.41,72.3,67.67,-4.63
A87030,76.4,57.43,-18.97,31.07,17.53,-13.54,45.33,39.9,-5.42,65.67,33.54,-32.12
A87612,46.23,43.59,-2.64,15.28,17.97,2.69,30.95,25.62,-5.32,29.02,30.77,1.74
A87615,74.98,43.69,-31.29,33.64,20.21,-13.43,41.34,23.48,-17.86,68.92,42.57,-26.35
A88001,85.89,81.73,-4.16,26.4,16.06,-10.34,59.49,65.67,6.17,70.54,56.48,-14.06
A88002,56.83,64.05,7.22,11.11,10.53,-0.58,45.72,53.52,7.8,26.03,26.77,0.74
A88003,97.22,96.53,-0.69,59.05,46.66,-12.39,38.17,49.87,11.7,97.85,99.67,1.82
A88004,63.79,68.73,4.94,26.98,18.25,-8.74,36.8,50.48,13.68,58.02,44.18,-13.83
A88005,79.32,70.82,-8.5,15.42,18.86,3.44,63.89,51.95,-11.94,81.83,76.01,-5.82
A88006,61.99,62.26,0.28,12.78,16.5,3.72,49.21,45.76,-3.44,68.63,77.12,8.49
A88008,76.04,80.31,4.27,29.49,23.04,-6.45,46.55,57.26,10.71,61.38,60.61,-0.77
A88009,57.18,65.24,8.06,22.9,23.78,0.88,34.29,41.47,7.18,38.41,48.31,9.9
A88010,57.14,60.71,3.56,16.09,19.85,3.76,41.06,40.86,-0.2,39.37,44.91,5.54
A88012,94.0,91.14,-2.86,53.15,53.34,0.19,40.86,37.8,-3.05,94.78,97.05,2.28
A88013,71.75,75.94,4.19,27.7,20.24,-7.45,44.05,55.7,11.65,74.69,77.41,2.71
A88014,56.37,59.55,3.18,23.27,20.85,-2.42,33.1,38.7,5.6,39.21,41.68,2.47
A88015,75.65,75.95,0.3,15.06,13.67,-1.38,60.59,62.28,1.69,79.02,79.66,0.64
A88016,75.73,83.08,7.35,34.21,37.57,3.36,41.53,45.51,3.98,65.69,89.06,23.37
A88022,83.35,79.85,-3.5,21.55,19.08,-2.47,61.8,60.76,-1.03,70.7,72.54,1.85
A88023,68.28,67.0,-1.29,31.93,28.89,-3.04,36.36,38.11,1.75,54.05,51.71,-2.33
A88025,64.73,66.96,2.23,24.93,23.89,-1.04,39.8,43.07,3.27,54.49,53.34,-1.15
A88601,56.95,60.73,3.78,20.88,7.9,-12.99,36.07,52.83,16.77,44.88,30.34,-14.54
A88608,73.25,80.89,7.64,33.63,26.65,-6.98,39.62,54.24,14.62,78.96,82.82,3.86
A88613,66.09,53.48,-12.61,35.9,15.57,-20.33,30.19,37.91,7.72,54.06,30.15,-23.91
A89001,84.73,75.78,-8.94,50.43,28.3,-22.13,34.3,47.49,13.19,79.87,63.5,-16.37
A89002,89.98,87.99,-1.99,47.21,39.64,-7.58,42.76,48.35,5.59,83.31,80.38,-2.93
A89004,59.08,60.65,1.57,23.82,26.18,2.37,35.26,34.47,-0.79,41.76,47.44,5.67
A89005,78.1,81.01,2.91,29.49,35.48,5.98,48.61,45.54,-3.07,68.14,74.86,6.73
A89006,89.86,84.54,-5.32,41.02,34.36,-6.66,48.84,50.18,1.33,84.24,83.0,-1.23
A89007,79.63,82.2,2.57,26.14,28.25,2.11,53.5,53.96,0.46,69.75,74.21,4.46
A89008,87.96,83.74,-4.22,20.2,23.24,3.04,67.75,60.49,-7.26,82.68,74.93,-7.75
A89009,74.24,65.67,-8.57,37.01,24.7,-12.31,37.23,40.97,3.74,68.71,58.43,-10.28
A89010,77.6,84.49,6.9,24.71,20.34,-4.37,52.88,64.15,11.27,73.84,69.02,-4.83
A89011,99.32,84.49,-14.83,37.03,30.89,-6.14,62.29,53.6,-8.68,99.93,94.0,-5.93
A89012,92.07,68.45,-23.61,40.68,29.83,-10.85,51.39,38.62,-12.77,91.39,76.66,-14.72
A89013,97.44,97.86,0.42,51.24,49.48,-1.77,46.2,48.38,2.18,98.05,98.86,0.8
A89015,62.96,80.75,17.79,26.45,25.44,-1.01,36.51,55.31,18.8,83.88,87.37,3.5
A89016,68.89,68.12,-0.77,40.8,35.86,-4.94,28.09,32.26,4.17,60.53,59.02,-1.5
A89017,66.63,73.5,6.87,31.34,37.92,6.58,35.3,35.58,0.29,60.73,89.44,28.71
A89018,63.16,64.49,1.34,23.35,26.34,3.0,39.81,38.15,-1.66,59.84,61.75,1.92
A89019,53.44,46.54,-6.9,17.39,17.57,0.18,36.04,28.97,-7.07,56.56,54.42,-2.14
A89020,52.73,53.74,1.0,22.02,18.77,-3.25,30.71,34.97,4.26,33.78,31.23,-2.55
A89021,75.52,74.33,-1.2,34.1,30.8,-3.3,41.42,43.52,2.1,66.03,72.19,6.17
A89022,76.5,81.09,4.58,33.35,34.67,1.32,43.16,46.41,3.26,65.81,68.89,3.08
A89023,76.26,67.33,-8.92,32.44,32.35,-0.1,43.82,34.99,-8.83,67.7,62.86,-4.84
A89024,88.65,90.12,1.47,40.73,41.18,0.45,47.91,48.93,1.02,96.94,97.56,0.62
A89025,74.21,77.46,3.25,22.58,21.66,-0.91,51.63,55.79,4.16,59.01,58.34,-0.67
A89026,80.47,72.78,-7.69,19.97,15.8,-4.17,60.5,56.98,-3.52,66.69,55.23,-11.46
A89027,76.36,75.93,-0.43,42.48,36.41,-6.06,33.88,39.51,5.63,67.8,70.19,2.39
A89028,77.43,77.54,0.11,39.51,39.64,0.13,37.92,37.9,-0.02,84.07,81.77,-2.3
A89030,65.35,60.86,-4.48,18.27,22.22,3.95,47.08,38.64,-8.43,47.63,55.24,7.61
A89031,97.97,95.09,-2.89,49.44,38.65,-10.79,48.53,56.43,7.9,99.35,99.39,0.04
A89032,78.96,76.36,-2.6,26.07,30.9,4.82,52.89,45.46,-7.42,69.63,81.63,12.0
A89034,99.8,100.0,0.2,26.52,29.6,3.08,73.28,70.4,-2.88,100.0,100.0,0.0
A89035,81.0,75.64,-5.37,34.27,29.36,-4.91,46.74,46.28,-0.46,81.63,67.95,-13.68
A89036,61.88,78.37,16.49,24.48,38.64,14.17,37.4,39.72,2.32,41.5,68.89,27.38
A89040,85.36,72.34,-13.02,32.43,34.95,2.52,52.92,37.39,-15.54,88.25,90.86,2.61
A89041,77.53,67.84,-9.69,23.74,21.09,-2.65,53.79,46.75,-7.04,99.91,97.75,-2.16
A89614,88.17,81.21,-6.95,36.48,37.17,0.69,51.68,44.04,-7.65,85.48,89.96,4.48
A89616,86.15,58.07,-28.08,48.99,36.08,-12.91,37.16,21.99,-15.17,84.88,58.11,-26.77
A89617,77.36,70.42,-6.94,48.83,34.18,-14.65,28.53,36.23,7.7,70.84,69.82,-1.03
A89623,95.22,94.44,-0.78,51.98,54.06,2.08,43.24,40.38,-2.86,94.82,94.91,0.1
B81003,60.42,40.78,-19.64,11.96,8.56,-3.4,48.46,32.22,-16.24,94.88,84.23,-10.65
B81004,67.79,59.78,-8.01,31.87,26.79,-5.08,35.91,32.98,-2.93,57.64,49.21,-8.43
B81005,71.91,52.56,-19.35,8.94,8.87,-0.07,62.97,43.69,-19.28,36.97,36.62,-0.36
B81006,59.7,54.18,-5.51,15.62,10.8,-4.82,44.08,43.38,-0.7,43.81,40.5,-3.31
B81007,69.55,59.69,-9.86,18.42,18.41,-0.01,51.13,41.28,-9.85,82.3,75.87,-6.43
B81008,68.15,41.15,-26.99,27.27,12.34,-14.93,40.88,28.81,-12.07,78.9,34.17,-44.74
B81009,83.38,69.57,-13.81,24.43,23.27,-1.16,58.95,46.3,-12.65,82.24,68.44,-13.8
B81011,63.48,67.43,3.95,15.39,19.31,3.92,48.09,48.12,0.03,34.54,42.0,7.46
B81012,27.68,35.99,8.31,7.53,7.51,-0.02,20.15,28.48,8.33,27.2,19.23,-7.96
B81013,58.11,60.56,2.44,22.64,25.79,3.15,35.48,34.77,-0.71,60.13,67.13,6.99
B81015,69.67,47.99,-21.68,20.59,9.99,-10.6,49.08,37.99,-11.08,60.84,21.56,-39.28
B81016,58.8,58.27,-0.53,16.48,17.93,1.44,42.32,40.35,-1.97,46.53,47.59,1.06
B81017,64.73,55.66,-9.07,20.79,18.24,-2.55,43.94,37.42,-6.52,55.92,43.18,-12.73
B81018,62.13,57.33,-4.81,11.15,8.6,-2.55,50.98,48.73,-2.25,45.52,31.28,-14.24
B81020,91.48,74.59,-16.9,62.76,48.19,-14.57,28.72,26.39,-2.33,90.36,66.94,-23.41
B81022,57.01,51.04,-5.97,22.89,15.93,-6.96,34.12,35.12,1.0,58.52,44.34,-14.18
B81024,64.66,74.89,10.23,29.94,27.68,-2.27,34.72,47.22,12.5,47.5,59.06,11.56
B81025,70.06,70.97,0.91,31.57,38.14,6.58,38.5,32.83,-5.67,74.21,66.92,-7.29
B81026,87.85,75.87,-11.97,41.5,38.67,-2.83,46.35,37.21,-9.14,94.29,83.3,-10.99
B81027,77.14,73.24,-3.9,41.32,43.51,2.19,35.82,29.73,-6.09,81.51,80.23,-1.28
B81029,60.95,66.31,5.36,21.11,25.29,4.18,39.84,41.02,1.18,40.84,49.03,8.19
B81030,82.04,77.52,-4.52,18.67,21.71,3.04,63.38,55.82,-7.56,78.29,77.02,-1.27
B81031,62.46,61.23,-1.24,21.01,21.18,0.17,41.46,40.05,-1.41,39.75,37.85,-1.91
B81032,75.98,71.57,-4.41,27.9,26.38,-1.53,48.08,45.19,-2.89,62.57,52.18,-10.38
B81034,61.92,72.69,10.77,22.79,22.15,-0.64,39.14,50.54,11.41,62.87,62.02,-0.84
B81035,94.33,90.28,-4.05,43.26,47.97,4.7,51.07,42.31,-8.76,93.85,91.69,-2.16
B81036,51.07,51.39,0.32,17.09,16.77,-0.32,33.98,34.62,0.65,27.74,28.15,0.41
B81037,56.33,69.23,12.91,15.7,23.13,7.43,40.63,46.11,5.47,30.98,62.29,31.32
B81038,72.52,78.14,5.62,35.2,30.75,-4.45,37.32,47.39,10.08,57.07,59.23,2.16
B81039,46.66,63.7,17.05,10.24,19.82,9.58,36.42,43.88,7.47,27.91,58.76,30.85
B81040,90.51,81.76,-8.75,35.54,44.52,8.99,54.98,37.24,-17.74,87.01,76.68,-10.33
B81041,55.01,44.83,-10.18,20.02,17.56,-2.46,34.99,27.27,-7.72,85.49,79.1,-6.39
B81042,85.25,98.63,13.38,39.7,55.56,15.86,45.55,43.07,-2.48,75.52,99.2,23.68
B81043,58.64,59.42,0.78,18.75,18.17,-0.58,39.9,41.26,1.36,33.19,33.91,0.72
B81045,87.39,78.94,-8.46,34.05,29.43,-4.62,53.34,49.51,-3.83,98.35,94.07,-4.28
B81046,91.18,54.86,-36.32,23.88,20.1,-3.78,67.3,34.76,-32.54,80.23,79.02,-1.21
B81047,86.86,85.53,-1.34,41.08,46.91,5.83,45.78,38.62,-7.17,84.9,87.33,2.43
B81048,58.78,58.52,-0.27,23.87,21.69,-2.18,34.91,36.82,1.91,47.47,70.5,23.03
B81051,67.54,83.31,15.77,26.59,35.09,8.5,40.95,48.22,7.27,49.53,74.91,25.37
B81054,71.51,79.04,7.53,15.02,27.89,12.87,56.49,51.15,-5.34,43.54,65.49,21.95
B81061,72.97,72.85,-0.11,33.85,29.56,-4.3,39.11,43.3,4.18,89.14,86.28,-2.86
B81063,92.88,80.64,-12.25,39.37,27.71,-11.66,53.51,52.93,-0.59,99.74,90.15,-9.59
B81064,80.78,60.29,-20.49,35.48,29.23,-6.25,45.3,31.06,-14.24,81.74,54.08,-27.66
B81068,65.91,66.32,0.42,14.28,12.86,-1.42,51.63,53.46,1.83,73.87,60.05,-13.83
B81069,66.68,50.89,-15.79,16.1,11.83,-4.27,50.58,39.06,-11.52,66.4,38.53,-27.86
B81074,86.56,59.02,-27.54,37.64,22.63,-15.01,48.92,36.39,-12.53,85.8,50.67,-35.14
B81075,53.74,49.74,-4.0,29.86,27.82,-2.05,23.87,21.92,-1.95,40.38,38.39,-1.99
B81082,91.65,86.95,-4.7,31.06,28.31,-2.75,60.59,58.64,-1.95,87.06,83.49,-3.56
B81085,60.52,57.27,-3.24,25.61,22.34,-3.27,34.91,34.94,0.03,52.89,54.74,1.85
B81087,73.47,71.03,-2.43,28.21,34.47,6.26,45.25,36.57,-8.69,77.62,95.8,18.19
B81088,37.36,38.24,0.88,10.67,13.05,2.39,26.7,25.19,-1.51,30.3,43.39,13.08
B81090,87.67,65.81,-21.87,18.27,21.02,2.75,69.4,44.79,-24.62,72.76,75.84,3.08
B81091,77.56,74.32,-3.24,44.11,46.58,2.47,33.45,27.75,-5.71,70.55,69.75,-0.8
B81092,84.29,86.42,2.13,33.11,46.29,13.18,51.17,40.12,-11.05,81.72,91.58,9.87
B81097,68.4,56.24,-12.16,33.35,24.52,-8.83,35.04,31.72,-3.33,69.3,47.57,-21.73
B81099,75.09,50.82,-24.27,23.9,18.53,-5.37,51.19,32.3,-18.9,58.24,61.12,2.88
B81100,91.25,94.84,3.59,37.6,35.68,-1.93,53.64,59.16,5.52,85.12,97.09,11.97
B81101,76.36,77.46,1.1,27.32,25.46,-1.86,49.04,52.0,2.96,68.81,83.34,14.54
B81104,88.66,85.68,-2.98,36.16,35.59,-0.57,52.5,50.09,-2.41,82.22,80.43,-1.79
B81108,63.53,78.96,15.44,23.93,38.03,14.1,39.6,40.93,1.33,48.35,81.26,32.92
B81109,68.08,44.93,-23.14,20.56,15.52,-5.05,47.51,29.42,-18.1,91.03,65.28,-25.75
B81112,59.63,52.79,-6.84,5.24,5.59,0.34,54.38,47.2,-7.18,73.38,73.07,-0.31
B81113,73.94,65.71,-8.22,39.94,37.29,-2.65,33.99,28.42,-5.57,64.76,72.74,7.98
B81118,71.55,57.29,-14.26,17.29,20.0,2.71,54.26,37.29,-16.97,51.75,50.72,-1.03
B81119,81.57,87.33,5.76,39.69,31.23,-8.46,41.88,56.1,14.22,90.66,82.86,-7.8
B81606,54.13,50.58,-3.55,6.8,4.05,-2.75,47.33,46.52,-0.8,23.34,17.92,-5.42
B81616,93.52,92.82,-0.7,61.17,52.4,-8.76,32.35,40.42,8.07,94.45,91.6,-2.85
B81617,83.02,81.54,-1.48,44.73,37.95,-6.79,38.28,43.59,5.31,81.19,80.53,-0.65
B81619,26.97,25.28,-1.69,3.55,3.63,0.08,23.42,21.66,-1.77,8.98,9.36,0.38
B81628,43.78,66.85,23.06,4.18,35.88,31.7,39.6,30.97,-8.64,7.31,54.55,47.24
B81631,76.88,88.23,11.35,7.0,8.35,1.34,69.88,79.88,10.0,80.26,74.79,-5.47
B81635,82.88,89.03,6.15,35.34,36.35,1.01,47.54,52.68,5.14,77.47,80.06,2.59
B81642,71.08,75.44,4.35,18.62,32.86,14.24,52.46,42.58,-9.88,50.54,67.36,16.82
B81647,86.13,85.91,-0.22,18.29,17.38,-0.92,67.84,68.53,0.69,70.53,72.27,1.74
B81648,46.48,51.48,5.0,28.45,34.56,6.1,18.02,16.92,-1.1,49.86,61.54,11.68
B81653,68.52,65.29,-3.24,11.4,16.18,4.78,57.12,49.11,-8.01,49.12,59.19,10.07
B81655,92.97,94.07,1.1,13.77,10.33,-3.43,79.2,83.74,4.54,95.05,97.27,2.22
B81656,88.87,93.2,4.33,7.92,8.51,0.59,80.95,84.69,3.75,94.15,95.91,1.76
B81663,68.15,76.15,8.0,7.26,10.59,3.34,60.9,65.56,4.66,24.15,40.73,16.58
B81665,87.57,88.49,0.93,6.71,8.84,2.12,80.86,79.66,-1.2,67.79,64.76,-3.03
B81666,72.86,81.94,9.08,55.97,60.44,4.47,16.89,21.49,4.6,67.34,76.99,9.65
B81697,69.76,63.21,-6.55,35.53,44.08,8.56,34.24,19.13,-15.11,57.8,60.33,2.53
B82002,58.9,46.72,-12.18,28.8,22.15,-6.65,30.1,24.57,-5.53,45.22,84.2,38.98
B82004,71.08,76.78,5.69,20.22,8.31,-11.91,50.87,68.46,17.6,56.16,43.15,-13.01
B82005,47.5,47.09,-0.41,7.35,12.25,4.89,40.15,34.85,-5.3,17.51,27.55,10.04
B82007,46.94,55.44,8.5,19.29,21.56,2.27,27.65,33.88,6.23,50.14,52.01,1.87
B82008,57.82,54.47,-3.35,21.26,23.59,2.33,36.56,30.88,-5.68,42.05,45.06,3.01
B82010,47.11,51.48,4.36,13.65,20.97,7.32,33.46,30.5,-2.96,27.21,38.26,11.05
B82011,75.88,67.07,-8.81,36.11,28.01,-8.11,39.77,39.06,-0.71,72.87,65.32,-7.55
B82012,76.6,82.56,5.96,36.85,43.05,6.2,39.75,39.51,-0.23,72.79,81.18,8.38
B82013,54.98,64.27,9.29,23.25,19.2,-4.05,31.73,45.08,13.35,53.81,55.84,2.03
B82014,73.29,59.39,-13.9,41.64,41.72,0.07,31.65,17.67,-13.97,86.57,79.23,-7.34
B82016,35.22,40.09,4.87,17.39,21.7,4.3,17.82,18.39,0.57,39.26,37.02,-2.25
B82017,71.94,70.76,-1.17,24.66,26.07,1.41,47.28,44.7,-2.58,70.66,85.36,14.7
B82018,89.98,94.42,4.44,51.96,50.89,-1.07,38.02,43.53,5.51,88.6,97.73,9.13
B82019,73.1,72.06,-1.04,29.96,37.59,7.63,43.14,34.47,-8.67,67.99,67.5,-0.49
B82021,61.98,66.44,4.47,34.11,35.23,1.12,27.86,31.21,3.34,56.14,60.72,4.58
B82022,61.15,59.98,-1.16,27.41,29.61,2.2,33.73,30.37,-3.36,67.52,72.64,5.11
B82023,87.08,80.86,-6.22,28.54,26.79,-1.74,58.54,54.07,-4.48,76.6,71.7,-4.89
B82024,77.94,58.09,-19.85,28.31,20.76,-7.54,49.63,37.33,-12.3,74.88,42.52,-32.36
B82025,79.79,78.37,-1.41,38.15,35.69,-2.46,41.64,42.68,1.05,72.61,75.13,2.52
B82026,54.42,49.59,-4.83,18.68,22.57,3.89,35.74,27.02,-8.73,42.82,42.95,0.14
B82027,63.32,72.97,9.65,28.16,18.36,-9.79,35.16,54.61,19.44,69.2,53.96,-15.24
B82029,69.06,60.51,-8.55,25.46,24.64,-0.82,43.6,35.87,-7.73,77.55,73.22,-4.33
B82030,71.56,78.81,7.25,25.04,28.76,3.72,46.52,50.05,3.53,59.49,75.21,15.72
B82031,64.72,61.66,-3.06,29.63,27.29,-2.33,35.09,34.37,-0.73,49.96,47.89,-2.06
B82032,75.22,41.43,-33.79,34.04,15.17,-18.87,41.17,26.26,-14.91,71.84,30.16,-41.68
B82033,61.59,67.53,5.93,16.32,21.45,5.13,45.27,46.08,0.81,64.04,67.41,3.37
B82034,57.87,70.1,12.23,23.05,31.5,8.45,34.82,38.6,3.78,44.42,61.93,17.51
B82035,96.31,93.56,-2.75,41.03,39.47,-1.57,55.28,54.09,-1.18,98.93,99.02,0.1
B82036,66.0,68.23,2.23,21.53,26.49,4.96,44.48,41.75,-2.73,58.15,70.6,12.45
B82037,78.63,81.28,2.65,22.07,30.17,8.11,56.56,51.1,-5.46,96.36,96.03,-0.33
B82038,55.4,64.04,8.64,8.77,17.94,9.18,46.63,46.09,-0.54,34.97,61.17,26.2
B82041,38.76,54.63,15.87,1.45,20.26,18.8,37.31,34.37,-2.93,4.73,46.09,41.36
B82042,70.48,59.41,-11.07,23.97,27.81,3.83,46.51,31.6,-14.91,51.53,48.24,-3.29
B82044,70.86,70.8,-0.06,25.34,24.93,-0.4,45.52,45.87,0.35,57.08,59.51,2.43
B82045,53.54,56.57,3.03,13.86,13.14,-0.73,39.68,43.43,3.75,30.95,32.38,1.43
B82046,92.61,65.69,-26.92,45.61,31.89,-13.72,47.0,33.8,-13.2,96.57,99.5,2.93
B82047,91.4,88.27,-3.13,46.91,49.18,2.27,44.49,39.09,-5.4,97.39,98.14,0.75
B82049,57.55,48.9,-8.65,18.35,13.06,-5.3,39.2,35.85,-3.35,39.17,29.66,-9.51
B82050,67.6,65.37,-2.24,27.15,24.17,-2.98,40.45,41.2,0.75,61.98,55.22,-6.75
B82053,62.41,76.07,13.65,13.5,21.99,8.49,48.91,54.07,5.16,62.3,66.21,3.91
B82054,87.62,61.1,-26.52,31.21,22.44,-8.77,56.4,38.66,-17.75,99.58,64.55,-35.03
B82057,73.0,60.15,-12.84,39.93,31.93,-8.0,33.07,28.22,-4.85,89.33,86.71,-2.63
B82059,53.27,71.8,18.53,14.63,13.2,-1.43,38.65,58.61,19.96,41.97,43.56,1.59
B82060,64.78,49.02,-15.76,33.22,19.08,-14.15,31.56,29.94,-1.61,63.9,35.25,-28.65
B82061,86.09,87.89,1.8,56.91,54.99,-1.92,29.17,32.9,3.72,84.74,87.9,3.16
B82063,83.47,84.78,1.3,37.22,33.98,-3.24,46.26,50.79,4.54,82.21,81.04,-1.18
B82064,68.9,60.53,-8.37,27.86,24.87,-2.99,41.04,35.66,-5.38,58.73,56.43,-2.31
B82066,77.4,70.86,-6.54,30.03,23.16,-6.87,47.38,47.7,0.33,72.02,55.83,-16.18
B82067,83.14,72.23,-10.91,43.02,37.67,-5.35,40.11,34.55,-5.56,80.8,71.13,-9.66
B82068,68.87,63.98,-4.9,11.05,10.87,-0.18,57.83,53.11,-4.72,55.19,51.08,-4.11
B82069,65.49,57.35,-8.13,19.99,18.54,-1.45,45.5,38.81,-6.68,57.31,46.33,-10.98
B82071,93.57,91.47,-2.09,56.2,52.94,-3.26,37.37,38.53,1.16,92.24,88.97,-3.28
B82072,98.11,88.2,-9.91,58.56,52.48,-6.09,39.55,35.72,-3.83,98.88,84.86,-14.03
B82073,82.8,79.94,-2.87,25.58,28.05,2.46,57.22,51.89,-5.33,75.49,84.6,9.11
B82074,71.06,80.04,8.98,45.42,48.36,2.95,25.65,31.68,6.03,71.03,78.64,7.61
B82075,90.98,88.82,-2.16,40.09,37.6,-2.48,50.9,51.22,0.32,98.79,99.0,0.21
B82077,69.3,50.36,-18.94,38.85,24.84,-14.01,30.45,25.52,-4.93,74.88,62.21,-12.67
B82078,62.02,67.63,5.61,20.45,27.29,6.84,41.57,40.34,-1.23,39.55,51.56,12.01
B82079,66.88,71.28,4.41,28.5,30.98,2.48,38.38,40.3,1.92,65.32,67.13,1.8
B82080,60.48,28.1,-32.38,29.99,14.3,-15.69,30.49,13.79,-16.69,62.07,26.82,-35.25
B82081,47.62,45.02,-2.6,25.96,27.79,1.83,21.66,17.22,-4.44,82.64,83.38,0.74
B82083,56.15,50.35,-5.79,20.43,19.7,-0.74,35.71,30.66,-5.05,81.13,82.16,1.03
B82086,87.06,75.72,-11.33,47.95,37.34,-10.61,39.11,38.38,-0.73,87.79,73.56,-14.23
B82088,84.42,72.35,-12.07,34.25,21.07,-13.18,50.17,51.28,1.11,88.56,72.42,-16.14
B82097,56.82,56.25,-0.58,18.48,19.72,1.24,38.35,36.53,-1.82,51.05,49.66,-1.39
B82098,82.08,79.75,-2.33,37.54,37.64,0.1,44.54,42.12,-2.43,79.2,77.75,-1.45
B82100,66.96,34.06,-32.9,31.1,14.33,-16.77,35.87,19.74,-16.13,57.5,69.24,11.74
B82101,64.32,38.4,-25.93,21.02,17.76,-3.26,43.31,20.64,-22.67,46.07,42.1,-3.97
B82104,53.07,39.48,-13.59,10.39,9.58,-0.81,42.68,29.9,-12.78,31.88,22.95,-8.93
B82105,71.3,66.22,-5.08,13.4,13.19,-0.21,57.89,53.03,-4.86,35.73,33.28,-2.46
B82106,68.9,67.41,-1.49,24.23,26.43,2.2,44.67,40.98,-3.69,59.79,65.14,5.35
