gp_code,practice_name,CVDP004HYP,CVDP002HYP,CVDP003HYP,CVDP007HYP,CVDP006HYP,CVDP009HYP,CVDP005HYP,CVDP002AF,CVDP005AF,CVDP004AF,CVDP009CHOL,CVDP011CHOL,CVDP012CHOL,CVDP003CHOL,CVDP006CHOL,CVDP008CHOL,CVDP010CHOL,CVDP004CKD,CVDP006CKD,CVDP005CKD,CVDP007CKD,CVDP003CKD,CVDP002CKD,CVDP003DM,CVDP005DM,CVDP002NDH,CVDP002CHD,CVDP002STRK,CVDP002HF,CVDP001SMOK,CVDP002SMOK,CVDP001BMI
N84005,Cumberland House Surgery,89.97,69.88,81.05,72.26,0.67,45.02,2.23,89.47,87.72,50.0,81.3,79.78,43.91,56.59,50.09,50.37,65.73,67.67,92.24,53.57,74.37,0.49,0.25,,0.13,0.28,79.63,74.6,78.38,71.65,71.34,75.79
N84006,Chapel Lane Surgery,86.76,66.04,79.94,69.92,0.38,62.35,2.35,91.4,91.18,47.37,87.14,81.19,50.74,64.33,62.32,62.1,72.57,71.72,91.82,77.14,70.53,0.37,,0.0,0.13,0.42,79.57,78.98,86.76,75.69,81.71,71.23
N84007,Liverpool Rd Medical Practice,77.36,50.48,67.45,53.95,,10.62,2.98,91.5,90.85,87.5,80.26,70.91,37.14,58.22,52.64,52.45,67.11,59.47,92.36,60.0,63.85,1.03,0.2,,0.43,1.32,64.45,63.43,,62.25,44.83,55.32
N84008,Norwood Surgery,86.6,65.15,76.26,68.06,,60.91,2.52,92.86,92.52,54.17,82.59,79.76,42.41,46.37,40.06,41.34,64.13,70.27,92.14,80.95,70.03,0.68,0.41,0.11,0.15,1.2,81.47,73.65,,75.74,87.13,71.94
N84010,Maghull Family Surgery,67.98,42.6,57.92,46.24,,13.25,2.15,88.46,87.18,,84.4,63.0,35.47,60.11,52.54,52.67,67.67,36.64,87.07,,54.64,1.8,1.26,,0.35,2.82,59.62,58.33,,61.01,74.68,48.3
N84011,EASTVIEW SURGERY,75.24,45.71,67.07,50.4,,9.86,3.26,91.1,89.53,87.5,83.22,54.25,30.57,59.21,51.19,50.83,67.15,43.8,76.64,75.0,53.94,0.9,0.48,,0.26,1.49,63.25,65.09,57.76,62.91,67.45,47.26
N84012,Ainsdale Medical Centre,84.85,64.55,79.44,68.36,0.58,16.95,2.15,95.74,94.6,42.11,87.6,78.69,46.94,63.04,58.34,58.37,74.13,64.89,91.38,65.0,69.67,0.82,0.24,,0.2,0.93,76.36,79.5,78.34,68.61,80.37,63.33
N84013,Christiana Hartley Medical Practice,84.76,62.87,75.45,65.72,0.66,48.15,2.69,91.47,90.44,,79.02,83.36,45.45,43.51,41.28,41.19,55.31,74.02,90.55,62.16,66.6,0.71,0.21,,0.11,0.91,76.01,75.77,83.52,73.95,62.09,69.92
N84014,Ainsdale Village Surgery,91.86,68.43,82.73,71.17,,72.67,2.8,92.16,90.2,,81.63,82.86,51.02,67.59,60.96,60.19,70.0,81.25,92.5,64.71,73.38,0.35,,0.0,,0.54,80.77,73.17,89.61,85.22,86.09,83.33
N84015,Bootle Village Surgery,77.08,53.24,73.15,56.36,,24.4,2.62,86.05,82.95,100.0,87.5,73.44,43.23,64.74,57.14,56.59,71.88,40.94,79.06,55.56,63.24,1.2,0.49,,0.43,1.86,69.14,64.18,57.38,76.92,67.18,58.1
N84016,Moore Street Medical Centre,84.84,69.4,80.82,71.13,,50.74,1.82,90.91,90.21,,87.53,77.4,41.56,73.67,66.9,66.57,76.34,69.47,91.6,61.11,81.38,0.71,0.27,,0.2,1.53,76.08,73.85,,75.09,76.16,74.33
N84017,Churchtown Medical Centre,93.14,67.23,86.24,72.2,0.75,16.26,2.14,92.2,91.04,100.0,82.05,89.34,47.97,52.78,46.01,46.75,62.17,78.91,96.3,77.42,74.38,1.39,0.4,,,0.0,84.27,77.05,82.29,74.26,68.79,65.23
N84018,The Village Surgery Formby,86.34,64.82,75.45,68.07,,17.85,1.85,90.02,89.0,91.43,84.24,78.03,45.44,58.44,53.97,53.74,66.14,77.12,94.98,68.57,74.3,1.02,0.24,0.07,0.22,0.96,79.53,75.98,,74.87,85.41,47.13
N84019,North Park Health Centre,84.62,56.94,76.76,60.12,0.69,20.49,2.65,93.55,90.32,62.5,88.1,73.65,48.44,74.6,62.9,61.94,77.13,57.75,86.82,67.61,65.22,1.01,,,0.21,1.41,75.73,69.4,,71.34,75.82,61.05
N84020,BLUNDELLSANDS SURGERY,90.08,64.88,78.2,68.07,0.77,15.46,1.67,92.25,88.03,72.73,86.05,88.42,53.42,68.55,63.6,63.01,72.04,60.21,95.06,61.9,69.25,0.44,0.15,,0.09,0.55,78.1,75.37,88.65,83.65,78.48,80.44
N84021,St Marks Medical Centre (Tcg Medical),92.7,67.75,83.31,71.31,0.5,21.83,2.86,90.31,87.71,100.0,77.29,79.44,41.03,51.08,46.45,46.38,58.79,64.56,91.41,48.78,75.79,0.59,0.12,,0.1,,82.24,76.18,,74.48,70.02,65.22
N84023,Bridge Road Medical Centre,80.06,53.71,70.05,56.43,,19.74,2.3,92.16,92.16,,84.15,75.0,43.9,63.5,57.16,56.36,69.44,45.1,88.43,64.29,66.22,1.06,0.61,,0.22,0.88,69.21,66.48,74.39,65.92,87.18,63.99
N84024,Grange Surgery,91.15,66.17,80.98,70.55,0.54,15.31,2.35,90.34,88.77,95.24,82.88,87.36,47.96,51.18,46.87,48.68,66.97,83.94,94.55,64.86,69.4,1.64,1.53,,0.25,0.41,82.63,78.26,84.14,69.38,58.65,53.3
N84025,Westway Medical Centre,91.85,68.95,83.54,72.56,,16.76,0.66,90.99,90.14,100.0,91.05,78.64,49.93,75.22,70.41,69.83,80.72,55.48,93.07,63.04,70.56,0.95,0.25,,0.16,1.08,80.58,78.4,,90.11,91.71,70.89
N84027,Orrell Park Medical Centre,73.65,47.86,66.18,49.84,,5.01,2.69,94.03,94.03,,79.74,42.29,22.47,58.14,46.69,46.45,63.81,32.38,84.76,,58.67,0.9,0.45,,0.29,1.21,58.62,50.59,,56.78,59.38,54.25
N84028,The Strand Medical Centre,87.5,62.69,79.59,64.83,,26.11,3.26,91.53,91.53,,91.14,85.44,46.2,68.92,61.58,63.22,78.19,59.91,93.39,57.58,74.63,0.51,,,0.19,0.27,78.93,71.18,,75.51,79.74,63.41
N84029,Ford Medical Practice,85.53,61.83,77.27,64.17,,18.18,3.19,95.07,92.25,,85.46,85.46,45.1,70.18,59.95,60.0,69.72,43.66,93.31,61.9,67.32,0.81,0.31,,,0.31,70.93,72.73,84.85,79.15,70.64,64.56
N84034,Park Street Surgery,87.26,59.26,79.03,62.28,0.66,35.84,2.64,96.69,96.03,88.24,91.41,79.55,49.49,70.0,60.67,61.12,77.94,59.47,88.25,62.5,65.78,0.65,,,0.24,0.64,74.9,59.24,,60.39,70.52,63.54
N84035,15 Sefton Road,80.96,48.72,72.84,53.68,,10.54,3.81,87.5,87.5,90.0,89.52,81.85,47.98,66.2,60.62,60.9,74.81,58.4,82.82,78.05,48.96,0.86,,,,1.96,71.18,60.47,79.25,79.38,74.84,64.22
N84038,Concept House Surgery,87.09,64.61,80.13,67.01,,25.54,2.61,94.87,94.87,,85.88,76.27,43.5,74.58,64.06,63.53,69.04,61.61,89.47,71.43,75.67,0.49,,0.0,,0.25,72.85,74.6,83.33,74.09,66.89,73.94
N84041,Kingsway Surgery,76.84,55.1,73.71,58.8,1.35,32.62,1.94,92.13,92.13,93.75,85.71,69.44,41.67,66.43,58.27,57.83,68.78,68.29,92.2,75.0,77.33,1.04,0.61,,,1.45,67.59,66.36,,72.41,72.41,62.72
N84605,Litherland Practice,79.85,50.44,73.83,53.43,1.02,17.32,2.87,90.63,88.28,78.57,90.44,77.21,44.61,70.37,58.89,60.65,78.23,58.36,86.12,66.13,63.2,0.65,,,0.17,0.95,65.17,67.61,,78.29,72.62,66.78
N84613,The Corner Surgery (Dr Mulla),88.01,68.02,81.15,71.35,,19.03,1.28,91.95,89.93,86.67,84.21,82.55,48.75,50.67,47.53,48.61,63.13,68.18,92.93,,78.92,0.5,,,,0.34,86.09,82.27,,79.26,78.95,76.28
N84614,THE MARSHSIDE SURGERY,94.45,82.75,91.73,84.59,,65.93,2.09,88.89,86.32,,90.08,93.8,57.44,62.88,57.05,57.33,71.17,84.05,96.32,,86.54,0.51,,,,0.58,92.45,91.11,,81.69,95.77,77.97
N84615,Rawson Road Medical Centre,75.27,46.97,68.12,50.11,,13.83,2.57,92.5,92.5,,83.87,52.07,29.49,56.28,46.29,46.12,66.33,43.88,82.65,84.62,65.0,1.04,0.64,,,1.79,58.78,63.64,,50.8,36.22,57.0
N84617,KEW SURGERY,83.02,62.48,73.95,64.3,,43.95,1.62,96.74,95.65,,81.86,81.86,44.3,63.44,54.27,53.65,65.69,69.61,96.08,,63.33,0.86,0.64,,0.27,0.74,73.05,65.43,,73.68,67.42,68.97
N84621,Great Crosby And Thornton,81.32,50.79,71.74,55.55,1.12,13.86,2.55,91.71,90.73,80.0,82.36,75.95,41.48,62.12,54.35,54.09,64.29,56.03,86.16,66.67,59.45,1.02,,,0.38,1.76,62.87,61.63,79.62,76.56,95.1,60.77
N84625,The Family Surgery,86.28,60.69,73.74,63.38,,55.01,2.51,90.98,90.16,75.0,84.39,80.67,46.1,65.31,54.6,54.85,66.46,68.94,90.68,76.92,63.51,0.54,0.38,0.0,0.25,0.63,73.86,76.24,,80.86,80.75,73.47
N84626,Hightown Village Surgery,82.84,47.23,63.73,51.74,,10.7,2.59,96.88,95.31,,84.48,74.14,43.97,64.1,58.21,58.26,68.82,54.84,88.17,66.67,61.8,0.88,,0.0,,,58.23,57.14,,65.0,73.68,55.81
N85002,Marine Lake Medical Practice,90.99,69.43,81.35,72.99,0.4,28.72,2.11,91.88,90.29,81.48,82.44,82.1,54.99,62.4,57.52,58.07,68.94,40.94,91.16,71.43,70.43,0.78,0.08,,0.06,0.25,77.44,76.46,,62.06,53.53,64.1
N85005,Eastham Group Practice,92.11,65.05,79.12,68.37,0.91,20.71,2.8,90.1,89.46,100.0,89.31,78.99,55.72,69.65,59.92,59.93,75.34,55.71,93.15,70.83,68.84,0.91,0.14,,0.11,0.39,81.65,84.96,81.93,75.24,74.64,56.19
N85006,Civic Medical Centre,91.81,65.93,84.94,71.17,0.5,17.23,3.04,89.53,88.85,85.0,86.49,80.12,58.57,62.94,60.35,60.89,71.4,43.81,93.91,62.5,67.57,0.91,,,,0.9,80.8,79.8,80.0,73.33,69.32,80.69
N85007,Myrtle Group Practice,82.67,58.9,72.5,62.36,0.32,11.21,1.3,93.91,91.75,89.09,88.44,79.38,57.73,69.42,63.73,62.99,74.21,37.14,89.32,71.74,62.78,0.55,,,0.1,0.32,72.28,72.08,,59.62,56.66,54.98
N85008,West Wirral Group Practice,89.43,66.74,80.32,70.93,,24.0,1.88,92.19,91.6,71.11,85.62,82.0,54.53,63.11,58.37,58.23,72.87,54.62,90.52,80.95,72.64,1.04,,,0.23,1.38,81.59,71.16,,72.31,92.75,58.64
N85012,St Georges Medical Centre,88.96,64.56,79.75,67.7,,44.21,2.94,92.06,91.7,96.43,83.39,82.34,48.25,61.75,55.23,55.87,66.81,63.42,92.6,68.18,68.48,0.81,,,0.13,1.45,78.44,78.32,,72.24,83.14,51.92
N85013,Upton Group Practice,85.71,64.07,74.71,66.69,,43.07,2.71,93.78,93.78,73.91,84.57,75.93,52.47,65.18,62.77,63.42,72.11,54.08,87.41,69.23,72.0,1.58,0.28,,0.19,1.17,74.6,75.27,,60.39,79.73,68.35
N85015,DEVANEY MED CTR,87.09,59.76,76.44,62.51,,13.7,3.25,92.99,91.08,76.47,86.89,76.86,46.27,66.08,60.83,59.98,72.32,29.89,88.93,60.0,68.91,0.67,,,0.19,0.54,75.82,66.23,70.07,82.08,97.64,47.88
N85016,Riverside Surgery,86.5,67.33,81.25,69.47,1.47,26.06,2.39,90.7,90.12,66.67,84.52,81.15,49.8,64.29,53.83,53.42,68.65,56.77,87.13,53.33,72.29,1.0,0.2,0.12,0.27,1.16,76.85,69.19,,74.79,74.37,59.85
N85017,CAVENDISH MEDICAL CENTRE,87.71,63.99,78.0,66.02,0.77,16.55,3.48,92.31,92.31,100.0,90.03,73.95,46.3,75.07,68.27,68.06,78.04,39.25,88.32,84.21,70.97,1.07,0.29,0.18,0.33,2.75,78.76,76.23,64.76,84.78,80.36,66.2
N85018,The Villa Medical Centre,95.32,73.63,83.72,75.59,,16.89,1.64,88.2,86.52,86.36,91.26,75.41,46.72,60.24,52.71,54.43,76.55,48.62,88.62,70.69,80.16,0.45,0.0,,,4.98,88.26,86.89,,86.78,80.17,53.5
N85019,WHETSTONE LANE MED CTR,79.81,53.23,76.19,56.96,,31.58,3.12,90.71,89.29,,86.08,75.7,47.85,68.92,63.69,63.06,74.91,43.11,85.16,70.83,71.43,0.68,,,0.19,1.1,74.05,60.48,,75.0,72.33,64.22
N85020,St Catherine'S Surgery,89.61,63.39,80.56,66.67,0.77,41.84,2.26,95.01,93.63,26.67,91.33,86.29,63.26,75.08,69.35,68.94,77.15,49.81,95.32,70.18,70.29,1.04,0.26,0.12,0.15,0.93,79.92,75.82,,69.44,77.55,73.66
N85021,Hamilton Med Ctr,84.64,54.05,70.3,57.2,,16.99,3.22,88.61,87.34,,85.56,70.0,42.78,77.84,73.77,75.05,81.25,39.58,86.11,73.33,71.29,1.0,,,,2.49,69.9,68.18,65.91,69.4,61.24,45.5
N85022,Holmlands Med Ctr,88.38,66.72,77.0,68.09,,14.53,3.25,96.04,96.04,,91.13,84.68,52.82,66.92,63.1,63.41,82.89,55.7,92.54,88.89,68.89,,,,0.0,0.5,80.13,75.76,,82.5,75.83,53.0
N85023,Manor Health Ctr,81.21,52.53,74.59,57.29,,25.39,3.31,91.67,91.67,,82.88,77.4,49.66,63.67,57.1,58.74,74.16,46.89,92.34,72.73,71.69,1.12,,,0.19,0.67,70.11,67.52,,54.14,76.62,62.14
N85024,Somerville Med Ctr,94.18,65.65,79.74,67.81,0.99,14.93,3.82,91.43,89.14,,88.86,92.27,62.5,76.03,68.81,69.28,78.87,49.11,97.62,69.44,73.26,0.89,,,,1.01,80.08,76.14,,82.63,88.59,72.84
N85025,St Hilary Group Practice,88.24,63.61,78.77,66.37,,19.31,2.29,87.82,87.82,94.74,85.06,76.62,49.03,63.54,56.19,59.04,73.71,50.86,90.29,64.71,71.54,1.52,0.27,0.0,,0.0,82.74,68.91,,71.54,82.81,53.48
N85027,Central Park Medical Centre,92.05,69.03,85.39,71.51,,16.46,2.83,93.41,92.31,87.5,86.49,87.36,60.35,71.75,64.84,64.84,78.5,44.63,94.46,51.43,74.89,1.18,,,0.15,0.66,78.45,72.56,87.4,80.28,78.89,69.87
N85028,Moreton Group Practice,86.59,63.53,76.08,65.85,0.47,38.98,2.29,95.03,93.71,51.52,87.23,80.77,53.52,68.07,61.42,60.1,72.32,60.91,90.1,71.21,68.97,0.55,,,0.09,0.29,77.98,75.68,,76.01,69.28,72.47
N85031,Gladstone Med Ctr,92.21,64.91,82.28,67.09,,11.45,2.98,93.06,93.06,100.0,91.08,85.92,51.17,72.81,67.49,68.14,85.71,42.86,92.86,,74.19,0.36,0.0,,,2.98,82.52,76.71,76.25,86.59,85.98,47.78
N85032,Greasby Group Practice,89.23,68.01,82.92,71.97,,11.46,2.51,94.76,93.45,,90.86,74.67,54.57,71.83,65.47,66.29,83.57,39.09,90.08,,69.36,0.89,,,0.15,0.78,85.42,78.88,85.94,83.48,87.72,65.49
N85037,Heatherlands Med Ctr,90.5,72.67,83.74,74.38,1.5,13.82,2.62,91.26,90.29,,81.34,79.93,52.11,64.73,61.37,63.2,68.45,31.55,91.98,,71.19,0.72,0.0,0.0,,2.37,83.52,81.31,90.63,70.85,89.39,54.54
N85038,Vittoria Med Ctr G,79.74,47.93,63.53,50.08,,10.88,3.85,92.94,90.59,,92.11,57.89,35.71,77.09,69.45,69.44,81.58,23.68,65.79,60.0,60.0,1.85,0.78,,0.3,0.6,67.93,59.38,,48.61,41.53,49.38
N85044,Paxton Medical Group,82.77,60.76,70.63,62.73,0.86,14.58,2.77,89.7,87.92,84.44,84.49,84.13,52.39,65.73,59.88,60.17,70.43,29.15,89.12,57.38,62.43,1.43,0.27,0.08,0.13,1.6,74.16,70.45,,69.33,63.2,59.64
N85046,Hoylake Rd Met Ctr,84.1,53.31,77.9,58.06,,16.88,3.78,89.39,88.64,,90.41,76.37,49.66,63.93,60.57,60.74,71.49,44.21,88.84,71.74,59.89,0.94,,0.0,,0.63,69.7,70.0,,72.92,73.43,49.82
N85047,Orchard Surgery,89.12,63.96,78.7,67.93,,24.5,3.42,94.98,94.06,57.14,85.01,75.48,50.41,59.61,57.05,56.6,65.78,34.76,85.03,66.67,63.51,2.06,0.66,,,0.98,80.85,74.31,,69.42,82.35,60.8
N85048,Moreton Medical Centre,92.79,67.14,85.08,70.3,,45.95,3.71,95.24,92.52,,83.79,87.91,57.14,60.98,58.89,59.29,64.93,62.5,94.1,64.0,73.95,0.56,,0.0,,0.9,82.76,79.39,,83.22,89.26,67.75
N85051,Sunlight Group Practice,89.67,58.6,73.08,61.63,0.47,17.91,3.28,93.39,92.48,,86.65,76.59,49.36,62.91,54.56,54.47,74.37,42.24,90.61,42.86,65.55,1.68,0.49,,0.09,1.24,71.57,70.17,,80.65,94.66,75.21
N85052,Grove Rd Surgery,82.28,62.37,86.1,67.38,,10.26,2.65,90.3,89.55,88.89,88.45,78.34,47.29,64.17,61.85,62.69,72.84,37.45,89.71,,73.99,0.7,,0.0,,0.2,87.5,84.21,79.44,63.11,63.11,55.42
N85054,KINGS LANE MEDICAL PRACTICE,90.22,69.34,77.45,71.08,,12.06,2.23,95.97,95.97,100.0,88.96,77.29,52.05,68.73,59.87,60.66,79.91,54.79,93.15,,72.84,0.58,0.31,,,1.25,80.51,80.47,,80.0,79.8,52.41
N85057,Teehey Lane Surgery,94.86,66.87,86.02,71.03,,25.37,3.85,89.06,89.06,,89.54,93.46,67.32,72.94,69.13,69.36,85.71,70.54,97.32,47.83,70.83,0.79,0.0,,,2.63,81.31,76.0,,89.04,83.56,57.47
N85059,Hoylake & Meols Medical Ctr,85.36,53.8,77.3,58.76,,48.51,3.77,95.2,91.6,92.0,85.02,80.16,50.2,63.88,59.72,59.5,74.59,59.29,90.98,77.78,68.6,0.88,,,0.18,0.53,74.5,70.14,,73.1,62.28,63.94
N85616,LISCARD GROUP PRACTICE,90.88,64.15,86.4,68.16,,5.94,3.47,94.12,87.06,,84.88,76.1,45.37,65.8,58.67,59.82,73.49,13.25,95.78,,77.55,1.07,,,,0.25,81.15,77.27,,72.44,82.69,57.62
N85617,Spital Surgery,91.32,65.93,79.17,69.28,,15.77,2.4,89.86,88.51,100.0,85.97,66.19,44.96,65.14,59.22,59.58,74.75,40.59,91.09,66.67,73.25,1.2,,,,1.75,81.76,75.65,,73.08,68.63,51.79
N85620,The Village Medical Centre,88.52,65.77,78.72,68.15,,13.76,2.68,97.25,96.15,,89.25,84.75,57.5,71.73,67.03,67.17,78.32,58.38,95.66,76.32,77.67,0.67,,,0.17,0.87,80.32,76.97,,68.82,79.76,62.69
N85625,Miriam Primary Care Group,86.68,64.77,81.82,67.48,0.49,14.13,2.96,90.71,89.96,75.86,86.36,81.08,48.77,64.05,57.66,59.33,77.31,52.64,87.89,66.67,74.0,1.25,0.17,,0.08,0.54,84.54,79.87,,70.4,67.65,62.61
N85629,Egremont Med Ctr,86.47,66.67,81.18,68.58,,14.18,3.06,95.0,93.33,100.0,86.76,81.74,45.66,69.46,60.21,62.14,78.76,46.02,92.04,80.0,78.16,1.27,,,,1.08,82.35,75.82,78.05,87.1,86.69,66.0
N85633,Church Road Medical Practice,88.56,68.92,78.91,70.44,,40.78,2.18,94.12,94.12,,87.62,87.62,49.05,66.16,61.91,62.87,80.29,47.45,91.24,72.73,69.44,0.85,,,,0.26,79.26,70.37,74.6,69.77,83.72,77.44
N85634,Vittoria Med Ctr K,94.58,70.8,91.46,75.9,,11.39,4.27,93.48,91.3,,85.32,92.66,58.72,73.5,68.86,66.89,65.67,28.36,97.01,,78.57,2.2,1.03,,,1.38,92.98,80.95,,89.01,86.81,60.08
N85640,Leasowe Medical Practice,91.3,61.69,79.31,63.91,,21.78,3.89,94.74,94.74,,88.07,88.07,51.38,76.14,68.52,68.75,80.43,45.65,93.48,,66.67,0.86,,0.0,0.0,,77.03,66.67,,80.83,70.83,61.23
N85643,Prenton & Woodchurch Medical Centre,90.48,72.6,86.52,74.74,,12.13,3.48,92.86,90.0,90.0,83.87,87.1,52.9,74.87,65.99,65.81,76.22,39.86,91.61,90.91,75.26,0.81,,0.0,,2.3,90.82,83.61,,78.57,92.71,70.13
N85648,Blackheath Med Ctr,90.59,68.41,84.52,69.88,,10.04,2.89,90.91,90.91,91.67,87.5,89.22,56.47,67.58,61.51,61.6,73.51,47.03,89.73,62.5,72.59,0.6,0.0,0.0,,1.42,84.62,77.78,67.95,64.9,71.52,54.4
P81002,Lancaster Medical Practice,85.48,64.41,81.24,67.63,0.68,59.55,1.41,89.58,87.7,81.91,85.48,79.74,41.8,65.72,58.1,59.0,73.83,61.74,90.73,79.38,70.56,0.67,0.22,,0.05,0.64,78.0,80.66,,73.58,66.32,73.24
P81005,Little Harwood Health Centre,89.28,69.38,84.31,72.36,0.53,51.32,2.16,94.0,93.0,66.67,87.78,79.43,49.78,70.37,62.6,63.3,80.72,60.06,90.08,91.67,73.13,0.36,0.13,,0.24,0.91,76.14,80.54,,72.85,78.63,72.12
P81006,Garstang Medical Practice,85.8,64.37,79.05,68.21,0.37,54.34,1.89,91.96,88.77,41.38,83.84,82.25,51.01,58.41,50.81,51.36,65.31,58.91,90.5,65.7,70.36,1.62,0.72,,0.17,0.16,77.67,71.0,80.31,67.74,69.58,67.17
P81008,Yorkshire Street Medical Centre,93.04,77.14,87.34,79.05,,51.75,2.1,92.86,90.66,93.33,89.8,85.26,56.24,61.0,57.9,58.68,81.42,67.7,94.69,62.5,81.66,0.71,0.24,0.0,,0.29,85.4,86.25,,83.96,82.7,76.86
P81010,Withnell Health Centre,88.97,69.0,85.08,71.92,,41.45,2.33,91.87,91.06,,85.27,88.76,53.88,58.74,53.17,53.84,69.38,56.46,91.87,70.27,77.4,1.4,0.78,,,1.32,84.71,83.17,,65.12,61.18,66.87
P81013,Queen Square Medical Practice,84.07,60.0,75.81,63.25,0.62,49.15,1.92,87.79,84.82,89.47,85.89,78.96,44.93,59.15,47.76,48.14,69.29,47.83,87.5,61.29,64.33,1.71,1.13,,0.17,1.69,75.97,71.64,,74.5,66.57,64.91
P81014,ORMSKIRK MEDICAL PRACTICE,85.8,54.32,72.9,59.34,0.51,3.71,3.94,91.14,85.65,56.52,76.32,72.02,37.75,50.61,41.36,41.56,56.34,9.3,87.89,,61.73,1.17,0.68,0.13,0.45,3.03,71.85,76.71,,67.27,74.34,59.85
P81015,Lytham Road Surgery,88.69,63.47,82.53,67.81,,15.04,1.89,91.32,90.35,52.0,81.6,86.38,53.09,63.7,59.09,59.15,72.42,56.57,94.07,55.56,76.15,0.6,0.11,,0.2,0.26,79.46,78.69,,71.01,69.92,61.47
P81016,WATERLOO MEDICAL CENTRE,87.3,65.08,83.51,67.52,,21.44,2.88,90.99,90.13,76.92,86.65,75.0,41.88,70.47,56.36,56.06,74.0,36.89,86.22,79.63,74.43,1.44,0.1,,0.18,0.19,78.53,72.08,,74.46,76.02,72.29
P81017,WHALLEY MEDICAL CENTRE,92.94,75.15,87.87,78.21,,18.27,1.27,91.17,89.26,97.3,87.28,89.44,62.98,65.04,59.46,59.13,68.53,54.73,90.23,72.41,75.66,0.37,0.12,,0.08,0.12,89.33,87.12,,71.04,65.9,63.7
P81018,St Fillan's Medical Ctre,86.21,63.47,75.89,66.67,,54.69,1.76,94.92,93.4,76.19,85.42,85.21,53.54,53.86,42.66,43.65,65.76,55.67,87.39,,58.42,0.99,0.24,,0.24,0.81,70.91,71.78,,72.27,80.51,59.14
P81020,Burnley Group Practice,80.98,59.66,78.7,63.05,0.39,18.87,2.4,92.68,91.8,53.33,87.71,76.02,46.34,69.97,62.57,63.42,78.21,58.46,87.93,58.49,69.79,0.77,0.35,0.1,0.22,0.55,75.64,71.03,64.77,82.14,85.57,64.85
P81022,Witton Medical Centre,83.46,58.68,73.05,61.7,,11.94,2.12,88.06,87.56,,87.15,79.84,51.87,57.92,54.93,57.35,68.36,34.18,85.88,72.73,65.86,0.85,0.36,0.1,0.25,1.33,75.14,68.27,,67.1,87.46,54.96
P81025,The Richmond Hill Practice,81.2,56.83,74.32,60.59,,16.73,2.7,89.47,88.66,,84.67,73.95,43.81,62.04,56.16,57.37,70.09,40.5,86.29,52.0,68.2,1.37,0.66,0.09,0.16,0.67,67.86,67.7,,63.39,73.99,59.0
P81027,Irwell Medical Practice,88.31,65.64,82.82,68.14,,44.74,1.44,90.55,87.95,83.33,86.5,84.75,54.37,64.04,55.01,56.09,72.42,62.9,89.09,83.33,71.94,0.5,0.16,,0.08,0.35,82.07,81.47,,79.41,77.67,72.23
P81029,Ash Trees Surgery,93.2,68.87,80.43,71.98,0.52,64.49,2.79,91.8,91.17,86.96,85.95,86.06,47.57,58.29,50.71,50.26,64.35,68.98,93.66,84.13,67.19,1.85,0.51,0.08,0.23,1.52,82.14,76.08,78.33,75.81,63.41,75.88
P81031,Poplar House Surgery,80.04,51.54,74.86,57.34,1.11,11.29,3.94,90.48,88.1,75.0,82.86,74.08,41.22,62.5,47.68,49.39,74.34,34.51,87.17,78.57,62.19,2.7,1.92,0.16,0.24,1.36,72.9,65.63,,61.86,55.14,63.16
P81032,Reedyford Hlth Care Group,89.94,67.84,87.53,72.01,,18.13,2.05,92.47,92.11,83.33,84.95,87.26,52.06,67.51,58.72,59.49,70.19,50.14,93.31,50.0,76.57,1.01,0.6,0.07,0.13,0.42,81.0,77.71,,69.68,73.35,72.27
P81033,Coppull Medical Practice,89.74,71.21,82.37,73.57,0.84,18.1,1.33,94.62,93.55,,87.48,83.3,52.81,67.94,58.03,59.07,76.29,57.04,97.33,80.0,79.1,0.63,0.27,,,1.86,80.0,77.07,75.0,77.89,83.22,74.68
P81035,Colne Road Surgery,86.49,64.6,90.08,67.18,0.69,29.65,1.05,89.55,89.55,,85.62,89.54,55.23,71.61,63.07,63.32,80.45,51.96,93.85,69.23,80.13,0.48,,,0.18,0.41,86.67,85.58,78.72,76.32,78.95,70.49
P81036,Peel House Medical Practice,88.66,67.25,81.82,70.04,0.45,21.81,2.57,90.54,89.97,86.21,89.35,84.84,54.06,64.38,61.34,63.09,76.3,57.69,89.0,71.74,71.13,0.7,0.05,0.07,0.23,0.88,82.82,81.7,,79.83,87.41,63.66
P81037,Ansdell Medical Centre,90.49,71.71,82.64,74.74,0.52,16.06,1.72,91.63,86.98,,78.76,86.37,48.07,56.19,49.26,50.51,65.93,67.56,93.63,67.74,69.45,1.73,0.69,0.07,0.14,0.94,82.94,81.92,84.17,77.31,75.4,83.89
P81038,The Chorley Surgery,82.35,59.79,79.08,63.18,0.59,35.05,2.1,89.0,88.0,90.0,85.44,78.26,47.45,60.84,49.82,50.41,72.69,41.33,84.69,77.27,68.11,0.53,,,0.18,0.56,79.94,70.0,,73.68,60.63,63.76
P81039,Manor Primary Care,84.88,71.41,80.68,72.54,,22.17,1.07,95.56,93.33,,88.7,84.78,47.83,71.73,62.19,64.43,73.77,22.13,90.16,80.0,70.41,0.47,0.36,,,1.35,81.53,84.13,,75.0,69.89,60.04
P81040,Longton Health Centre,89.41,63.13,80.57,67.99,0.6,44.25,2.58,91.21,90.66,95.45,81.13,82.02,48.59,46.34,40.56,43.34,58.32,55.78,92.23,66.67,69.88,1.19,0.29,,,0.58,79.21,76.12,,65.79,69.15,76.11
