period,GP_CODE,all_fast,all_known,all_total,gp_fast,gp_known,gp_total
janfeb,Y04995,8690,19908,19908,4031,6940,6940
janfeb,Y05023,2950,5866,5866,671,1713,1713
janfeb,Y05080,1032,1931,1931,694,1081,1081
janfeb,Y05167,1631,4560,4560,836,1800,1800
janfeb,Y05212,2213,4846,4846,852,1885,1885
janfeb,Y05248,1399,3270,3270,1087,1773,1773
janfeb,Y05286,6255,12132,12132,2213,3426,3426
janfeb,Y05317,3240,6601,6601,2051,3767,3767
janfeb,Y05318,2090,4225,4225,1207,2122,2122
janfeb,Y05330,1358,2362,2362,849,1274,1274
janfeb,Y05346,2236,4645,4645,1269,2795,2795
janfeb,Y05349,2344,3723,3723,1623,2163,2163
janfeb,Y05363,1529,3220,3220,735,1218,1218
janfeb,Y05364,2359,4688,4688,815,1321,1321
janfeb,Y05369,1959,4842,4842,859,1765,1765
janfeb,Y05622,823,2699,2699,515,1393,1393
janfeb,Y05690,2270,5784,5784,1293,2346,2346
janfeb,Y05733,2120,3795,3795,1648,2649,2649
janfeb,Y05750,439,960,960,139,371,371
janfeb,Y05826,4572,7287,7287,4099,5656,5656
janfeb,Y06007,3841,7908,7908,1553,2521,2521
janfeb,Y06113,994,1198,1198,860,1040,1040
janfeb,Y06218,5152,8192,8192,2144,3295,3295
janfeb,Y06275,1641,4691,4691,229,1394,1394
janfeb,Y06345,5132,6543,6543,4477,5443,5443
janfeb,Y06356,7838,12418,12418,1526,2738,2738
janfeb,Y06378,1975,3106,3106,1568,2153,2153
janfeb,Y06389,2283,3125,3125,828,1064,1064
janfeb,Y06443,2663,7423,7423,1839,3738,3738
janfeb,Y06545,27,144,144,27,144,144
janfeb,Y06592,23,85,85,23,85,85
janfeb,Y06659,2601,4223,4223,1052,1459,1459
janfeb,Y06792,2831,5243,5243,1626,2260,2260
janfeb,Y06810,4390,10714,10714,1755,3153,3153
janfeb,Y07014,3198,10045,10045,1515,4060,4060
janfeb,Y07020,260,269,269,204,208,208
janfeb,Y07025,6511,10438,10438,2952,3973,3973
janfeb,Y07057,9800,15653,15653,3904,5193,5193
janfeb,Y07059,21102,32128,32128,7991,11092,11092
janfeb,Y07060,12061,23206,23206,4291,9398,9398
janfeb,Y07275,1632,3238,3238,267,361,361
janfeb,Y07697,369,575,575,292,498,498
janfeb,Y08371,1047,2427,2427,860,1714,1714
janfeb,Y08411,224,298,298,187,237,237
janfeb,E83049,1350,2206,2206,727,991,991
janfeb,K81056,238,642,642,100,315,315
mar,D81001,2680,5222,5222,731,2087,2087
mar,D81002,6132,9378,9378,3821,4688,4688
mar,D81003,2872,4232,4232,2375,2592,2592
mar,D81004,3039,7116,7116,1460,3189,3189
mar,D81005,1994,3754,3754,1778,2645,2645
mar,D81008,10160,15229,15229,2474,3007,3007
mar,D81010,1616,4564,4564,930,2006,2006
mar,D81011,5189,8646,8646,1098,1261,1261
mar,D81012,3449,5347,5347,2861,3467,3467
mar,D81013,2850,6468,6468,1506,3299,3299
mar,D81014,2423,5599,5599,520,770,770
mar,D81015,2842,4340,4340,763,971,971
mar,D81016,2596,5826,5826,2192,3367,3367
mar,D81017,3127,4538,4538,2945,3356,3356
mar,D81018,3548,5500,5500,2909,3591,3591
mar,D81021,5415,9751,9751,3207,4584,4584
mar,D81022,5072,10703,10703,2208,3731,3731
mar,D81025,1001,2571,2571,813,1399,1399
mar,D81026,9249,19118,19118,3893,5771,5771
mar,D81027,1930,3390,3390,1088,1496,1496
mar,D81028,4130,6516,6516,1391,2118,2118
mar,D81029,5770,8665,8665,2592,3126,3126
mar,D81030,3860,8434,8434,295,1479,1479
mar,D81031,12823,18376,18376,6600,7458,7458
mar,D81033,810,1870,1870,456,662,662
mar,D81034,2542,7035,7035,959,2040,2040
mar,D81035,2987,5231,5231,932,1687,1687
mar,D81036,806,2368,2368,397,762,762
mar,D81037,1886,3408,3408,779,1399,1399
mar,D81038,2648,5522,5522,1173,2369,2369
mar,D81041,1364,3130,3130,1057,1762,1762
mar,D81042,2146,3863,3863,1361,1787,1787
mar,D81043,25079,47574,47574,7093,13903,13903
mar,D81044,2969,7036,7036,1790,3279,3279
mar,D81045,2662,4910,4910,1248,1889,1889
mar,D81046,14697,19724,19724,5138,6285,6285
mar,D81047,3700,5456,5456,2937,3930,3930
mar,D81049,7508,10938,10938,3859,4390,4390
mar,D81050,6381,11710,11710,4906,7134,7134
mar,D81051,1119,2819,2819,663,1357,1357
mar,D81052,4263,7659,7659,2369,2967,2967
mar,D81054,4077,6594,6594,1345,2230,2230
mar,D81055,4468,6014,6014,2859,3482,3482
mar,D81056,903,1862,1862,581,1008,1008
mar,D81057,13253,20956,20956,9774,12073,12073
mar,D81058,1390,2844,2844,1165,1751,1751
mar,D81059,3307,5779,5779,1268,1830,1830
mar,D81060,2715,5459,5459,679,1268,1268
mar,D81061,2682,5662,5662,1780,2659,2659
mar,D81062,875,2660,2660,241,726,726
mar,D81064,2156,4383,4383,1178,1638,1638
mar,D81065,1854,3677,3677,867,1149,1149
mar,D81066,2111,3386,3386,1192,1779,1779
mar,D81070,2479,4035,4035,1785,2404,2404
mar,D81073,2543,3849,3849,1543,1995,1995
mar,D81078,1172,2322,2322,363,748,748
mar,D81081,1147,3088,3088,405,962,962
mar,D81082,1920,4132,4132,819,1579,1579
mar,D81084,1587,4126,4126,1017,2213,2213
mar,D81085,2767,4654,4654,2433,2930,2930
mar,D81086,1657,3410,3410,1162,1832,1832
mar,D81603,2009,3895,3895,947,1229,1229
mar,D81606,5371,9357,9357,3141,4237,4237
mar,D81607,655,1677,1677,459,864,864
mar,D81611,4609,10748,10748,709,1826,1826
mar,D81612,1023,1936,1936,703,949,949
mar,D81615,1997,4625,4625,1067,1726,1726
mar,D81618,931,1469,1469,491,593,593
mar,D81622,8540,11094,11094,2521,2776,2776
mar,D81625,8772,18899,18899,2405,5650,5650
mar,D81629,1321,2345,2345,883,1157,1157
mar,D81630,3209,5930,5930,1644,2666,2666
mar,D81631,5145,6735,6735,3743,4029,4029
mar,D81633,7395,10237,10237,2346,3192,3192
mar,D81637,5713,8611,8611,3359,4248,4248
mar,D81645,809,1313,1313,356,434,434
mar,D82001,3354,7528,7528,1390,2738,2738
mar,D82002,5006,7282,7282,3050,3384,3384
mar,D82003,4157,9811,9811,1663,2891,2891
mar,D82004,4053,8255,8255,1613,2609,2609
mar,D82005,4165,7759,7759,1095,2323,2323
mar,D82006,1528,4168,4168,721,1429,1429
mar,D82007,6947,14141,14141,2148,4828,4828
mar,D82008,4715,10064,10064,3079,5065,5065
mar,D82009,2116,3810,3810,941,1300,1300
mar,D82010,1318,3090,3090,189,867,867
mar,D82011,3648,8850,8850,1680,3463,3463
mar,D82012,2546,7172,7172,506,2125,2125
mar,D82013,2954,4636,4636,693,1152,1152
mar,D82015,4867,7905,7905,2003,2865,2865
mar,D82016,2258,4709,4709,500,989,989
mar,D82017,1798,5154,5154,953,2633,2633
mar,D82018,2016,4765,4765,1435,2457,2457
mar,D82019,5755,11502,11502,1659,2288,2288
mar,D82020,3402,6492,6492,1659,2499,2499
mar,D82022,1408,3537,3537,578,876,876
mar,D82023,3035,5969,5969,1413,1996,1996
mar,D82024,3667,7386,7386,2084,2845,2845
mar,D82025,2082,4627,4627,814,1195,1195
mar,D82026,1967,3776,3776,1495,2047,2047
mar,D82027,4680,7241,7241,944,1145,1145
mar,D82028,1264,3301,3301,769,1263,1263
mar,D82029,3783,9355,9355,1611,3057,3057
mar,D82030,3986,6917,6917,1295,1714,1714
mar,D82031,3406,5321,5321,2196,2484,2484
mar,D82032,2800,5258,5258,973,1201,1201
mar,D82034,3483,8738,8738,1840,3316,3316
mar,D82035,4144,7200,7200,2517,3376,3376
mar,D82036,2136,4985,4985,604,1305,1305
mar,D82037,3044,5690,5690,1536,2240,2240
mar,D82038,784,2045,2045,335,829,829
mar,D82039,1544,4091,4091,661,1315,1315
mar,D82040,2261,5128,5128,787,1949,1949
mar,D82041,4180,7926,7926,2257,2761,2761
mar,D82042,1089,3156,3156,654,1271,1271
mar,D82043,1598,3105,3105,389,835,835
mar,D82044,8730,17565,17565,4990,7242,7242
mar,D82045,5420,13124,13124,1153,2873,2873
mar,D82046,1872,3599,3599,396,868,868
mar,D82047,1470,3827,3827,218,859,859
mar,D82048,2036,6036,6036,341,1397,1397
mar,D82049,1624,3506,3506,1090,1839,1839
mar,D82050,2433,5597,5597,1181,2098,2098
mar,D82051,3170,7881,7881,1472,3675,3675
mar,D82053,1527,4525,4525,401,970,970
mar,D82054,4881,10353,10353,818,2695,2695
mar,D82056,4720,7566,7566,1048,1723,1723
mar,D82057,1961,4292,4292,1215,1762,1762
mar,D82058,4530,9710,9710,2098,3458,3458
mar,D82059,3862,8217,8217,2313,3244,3244
mar,D82062,1440,3984,3984,483,1117,1117
mar,D82063,3842,7296,7296,2052,2467,2467
mar,D82064,6377,12449,12449,2012,3318,3318
mar,D82065,2970,5547,5547,1553,2369,2369
mar,D82066,1562,3695,3695,904,1524,1524
mar,D82067,3280,7724,7724,1740,4008,4008
mar,D82068,2145,4395,4395,1172,1640,1640
mar,D82070,1726,3744,3744,1135,1971,1971
mar,D82071,2026,5280,5280,1416,1942,1942
mar,D82072,1302,2712,2712,390,894,894
mar,D82073,6199,11300,11300,748,1796,1796
mar,D82076,3378,6229,6229,1830,2875,2875
mar,D82078,2019,4782,4782,1386,2390,2390
mar,D82079,772,2950,2950,300,803,803
mar,D82080,1882,4540,4540,888,1761,1761
mar,D82084,3916,6204,6204,3243,3888,3888
mar,D82085,1083,4297,4297,712,2074,2074
mar,D82087,1695,3320,3320,1034,1730,1730
mar,D82088,1698,5542,5542,1649,5216,5216
mar,D82096,3381,4889,4889,1181,1561,1561
mar,D82099,9523,13797,13797,5137,6968,6968
mar,D82100,1668,2919,2919,426,862,862
mar,D82104,5221,8564,8564,582,1318,1318
mar,D82105,1670,3262,3262,893,1328,1328
mar,D82106,1004,2532,2532,604,1174,1174
mar,D82600,241,991,991,178,397,397
mar,D82604,831,1698,1698,573,806,806
mar,D82618,1389,3162,3162,395,1066,1066
mar,D82621,1470,3621,3621,752,1201,1201
mar,D82624,1862,3890,3890,895,1600,1600
mar,D82628,733,1888,1888,452,846,846
mar,D83001,3581,6185,6185,1636,2240,2240
mar,D83002,2014,7571,7571,1239,2711,2711
mar,D83003,1064,3298,3298,663,1813,1813
mar,D83004,2486,4167,4167,1340,1920,1920
mar,D83005,3154,5376,5376,2405,3618,3618
mar,D83006,2516,4954,4954,1031,1775,1775
mar,D83007,3501,6584,6584,710,1665,1665
mar,D83008,7270,10647,10647,2320,2762,2762
mar,D83009,6998,15239,15239,1465,3320,3320
mar,D83010,1300,3376,3376,522,1220,1220
mar,D83011,2403,5913,5913,1744,2420,2420
mar,D83012,5264,17367,17367,1475,5184,5184
mar,D83013,2496,5718,5718,1453,3028,3028
mar,D83015,1363,3355,3355,435,591,591
mar,D83016,2500,5104,5104,774,1377,1377
mar,D83017,7013,9522,9522,4702,5442,5442
mar,D83018,6431,9085,9085,2193,2863,2863
mar,D83019,1285,3862,3862,746,1494,1494
mar,D83020,1703,3982,3982,1042,1789,1789
mar,D83021,8847,14731,14731,4916,6589,6589
mar,D83022,1718,4238,4238,529,1156,1156
mar,D83023,2713,5132,5132,1633,1997,1997
mar,D83024,3832,6493,6493,1517,2476,2476
mar,D83026,5359,7587,7587,4149,4316,4316
mar,D83027,1909,4279,4279,721,1501,1501
mar,D83028,2842,5845,5845,1682,2504,2504
mar,D83029,4125,6719,6719,3099,4507,4507
mar,D83030,2411,4317,4317,1130,1528,1528
mar,D83033,3273,6445,6445,2405,3243,3243
mar,D83034,4139,8775,8775,1255,2325,2325
mar,D83035,4644,7737,7737,372,506,506
mar,D83037,7025,10906,10906,3586,3994,3994
mar,D83038,4281,7129,7129,1209,2534,2534
mar,D83040,2033,4553,4553,1256,2624,2624
mar,D83041,1425,3563,3563,641,919,919
mar,D83043,1261,3494,3494,423,752,752
mar,D83044,2963,6859,6859,981,1295,1295
mar,D83045,2254,3409,3409,1516,1789,1789
mar,D83046,8011,11670,11670,2621,3296,3296
mar,D83047,8171,11874,11874,1842,2899,2899
mar,D83048,9304,14539,14539,3552,3827,3827
mar,D83049,1679,3412,3412,1121,1714,1714
mar,D83050,4135,9279,9279,1620,3754,3754
mar,D83051,2133,3875,3875,1029,1187,1187
mar,D83053,2803,5292,5292,1285,1936,1936
mar,D83054,2096,3267,3267,1805,2010,2010
mar,D83055,5839,12434,12434,3073,4382,4382
mar,D83056,2342,4508,4508,1228,1904,1904
mar,D83057,2974,6138,6138,1557,2523,2523
mar,D83059,5041,8711,8711,2210,3114,3114
mar,D83060,5068,10766,10766,2822,4685,4685
mar,D83061,1610,4030,4030,464,1234,1234
mar,D83062,5492,7196,7196,1475,1728,1728
mar,D83067,1958,3315,3315,793,867,867
mar,D83069,1880,4528,4528,907,1553,1553
mar,D83070,1006,2142,2142,634,985,985
mar,D83073,1366,1953,1953,1200,1261,1261
mar,D83074,4092,5543,5543,2171,2431,2431
mar,D83075,2131,5827,5827,1102,2084,2084
mar,D83076,1076,2519,2519,412,872,872
mar,D83078,3415,5448,5448,1219,1695,1695
mar,D83079,1292,2965,2965,445,616,616
mar,D83080,1431,2508,2508,535,677,677
mar,D83081,2391,4572,4572,356,477,477
mar,D83084,1712,2647,2647,1005,1294,1294
mar,D83608,1600,4036,4036,878,1739,1739
mar,D83610,7988,9801,9801,2520,3150,3150
mar,E82001,8619,18139,18139,6340,10717,10717
mar,E82002,2659,4004,4004,1964,2383,2383
mar,E82004,1001,1584,1584,327,565,565
mar,E82005,11192,25716,25716,4665,11896,11896
mar,E82006,2991,4594,4594,888,1482,1482
mar,E82007,5033,6921,6921,1964,2813,2813
mar,E82008,1347,3384,3384,348,1141,1141
mar,E82009,4030,8129,8129,3604,5900,5900
mar,E82012,6791,8948,8948,4976,5514,5514
mar,E82013,12567,22060,22060,9416,14732,14732
mar,E82014,2749,6287,6287,1395,3274,3274
mar,E82015,1509,2680,2680,1322,1882,1882
mar,E82017,3025,4669,4669,2505,3093,3093
mar,E82018,2075,4378,4378,1749,3024,3024
mar,E82019,3209,6042,6042,2547,3911,3911
mar,E82020,2196,3219,3219,1313,1748,1748
mar,E82021,914,2094,2094,616,1265,1265
mar,E82022,2495,5485,5485,1308,3128,3128
mar,E82023,2457,3735,3735,1820,2350,2350
mar,E82024,7911,10915,10915,3489,4738,4738
mar,E82027,2429,4159,4159,1429,2283,2283
mar,E82031,2989,5285,5285,2284,3303,3303
mar,E82032,2745,5462,5462,2188,3663,3663
mar,E82035,1676,3706,3706,791,1230,1230
mar,E82037,1438,4092,4092,603,1899,1899
mar,E82038,6691,12248,12248,2560,5359,5359
mar,E82040,3828,7754,7754,2098,3831,3831
mar,E82041,3059,5596,5596,1856,2706,2706
mar,E82042,6581,7977,7977,1180,2017,2017
mar,E82043,5290,8010,8010,4447,5895,5895
mar,E82044,2488,5832,5832,965,2146,2146
mar,E82045,6907,9068,9068,5717,6615,6615
mar,E82046,3674,5514,5514,3041,3646,3646
mar,E82050,765,1393,1393,328,577,577
mar,E82051,6242,8699,8699,5022,5930,5930
mar,E82053,3176,5580,5580,1830,2697,2697
mar,E82055,2834,4614,4614,1303,1892,1892
mar,E82056,1417,3786,3786,706,1436,1436
mar,E82058,2790,5278,5278,1847,3182,3182
mar,E82059,1331,3026,3026,1213,2063,2063
mar,E82060,2877,6087,6087,2386,4295,4295
mar,E82061,4534,7751,7751,2139,3125,3125
mar,E82062,4992,7012,7012,4426,5282,5282
mar,E82063,4980,7002,7002,2615,3596,3596
mar,E82066,506,1520,1520,398,977,977
mar,E82067,1665,4923,4923,980,2901,2901
mar,E82068,3902,7540,7540,2838,4635,4635
mar,E82069,1424,2964,2964,495,903,903
mar,E82070,706,1309,1309,282,469,469
mar,E82071,2172,3934,3934,630,1484,1484
mar,E82073,11687,20018,20018,7848,11351,11351
mar,E82074,4898,8628,8628,3155,4700,4700
mar,E82075,5118,7205,7205,618,1008,1008
mar,E82077,1811,3550,3550,1060,2082,2082
mar,E82078,2487,4106,4106,2133,2496,2496
mar,E82079,1845,4359,4359,816,1912,1912
mar,E82081,2034,5220,5220,1247,2877,2877
mar,E82082,2625,7181,7181,1739,4238,4238
mar,E82083,3437,5366,5366,2661,3613,3613
mar,E82084,2613,4822,4822,1871,2918,2918
mar,E82085,1941,4889,4889,1204,3026,3026
mar,E82086,6738,11213,11213,3937,6409,6409
mar,E82088,4450,6846,6846,1146,1940,1940
mar,E82090,3541,5483,5483,1933,2484,2484
mar,E82091,3359,6567,6567,2117,3636,3636
mar,E82092,4874,7622,7622,2355,3185,3185
mar,E82093,3127,5964,5964,2659,3833,3833
mar,E82094,1977,4263,4263,1580,2651,2651
mar,E82096,1267,3945,3945,626,1711,1711
mar,E82098,2145,3438,3438,1567,2014,2014
mar,E82099,3241,7260,7260,912,2415,2415
mar,E82100,3757,6869,6869,2992,4763,4763
mar,E82102,1759,4381,4381,907,2306,2306
mar,E82105,894,1645,1645,517,850,850
mar,E82106,3081,5724,5724,2564,3824,3824
mar,E82107,1531,3353,3353,1193,1892,1892
mar,E82111,1278,2698,2698,860,1397,1397
mar,E82113,1525,2090,2090,1092,1278,1278
mar,E82115,3344,5376,5376,1297,1834,1834
mar,E82117,4845,7112,7112,4329,5366,5366
mar,E82121,1409,1895,1895,802,862,862
mar,E82123,1067,3177,3177,446,1446,1446
mar,E82124,3794,10188,10188,2631,6411,6411
mar,E82129,2012,4828,4828,1781,2966,2966
mar,E82132,1473,2854,2854,848,1296,1296
mar,E82133,2096,3808,3808,1699,2580,2580
mar,E82626,686,1493,1493,347,665,665
mar,E82638,1085,2214,2214,657,1065,1065
mar,E82643,443,977,977,369,610,610
mar,E82652,509,884,884,365,544,544
mar,E82654,2566,4368,4368,859,1506,1506
mar,E82655,1065,1629,1629,868,1075,1075
mar,E82657,1279,2692,2692,771,1363,1363
mar,E82661,622,1754,1754,152,580,580
mar,E83003,1391,2753,2753,1136,2085,2085
mar,E83005,2274,2791,2791,1084,1330,1330
mar,E83006,2498,3643,3643,2194,2802,2802
mar,E83007,1625,2011,2011,545,715,715
mar,E83008,1112,2070,2070,890,1182,1182
mar,E83009,2978,4093,4093,1251,1990,1990
mar,E83010,4662,5820,5820,4295,4965,4965
mar,E83011,2831,4496,4496,2232,2505,2505
mar,E83012,1924,3270,3270,1724,2337,2337
mar,E83013,1286,1835,1835,739,1027,1027
mar,E83016,10408,15559,15559,8364,10497,10497
mar,E83017,5712,9055,9055,4694,6337,6337
mar,E83018,6626,8559,8559,6235,7000,7000
mar,E83020,2522,3994,3994,2120,2869,2869
mar,E83021,2376,4701,4701,1805,2957,2957
mar,E83024,3738,5999,5999,2615,4320,4320
mar,E83025,1582,2486,2486,1397,1758,1758
mar,E83026,1265,1762,1762,889,975,975
mar,E83027,3002,4059,4059,2581,3261,3261
mar,E83028,1067,2130,2130,761,1247,1247
mar,E83030,936,2267,2267,709,1328,1328
mar,E83031,2574,3487,3487,2490,2993,2993
mar,E83032,3271,5491,5491,1348,2301,2301
mar,E83034,1069,1877,1877,532,839,839
mar,E83035,5919,9471,9471,3332,5246,5246
mar,E83038,4747,6888,6888,686,1078,1078
mar,E83039,1053,2093,2093,668,1223,1223
mar,E83041,1092,1722,1722,751,936,936
mar,E83044,1067,2843,2843,1007,2328,2328
mar,E83045,6292,8152,8152,3587,4378,4378
mar,E83046,1040,1978,1978,702,1146,1146
mar,E83050,2932,3769,3769,2736,3114,3114
mar,E83053,5229,6951,6951,4615,5294,5294
mar,E83600,6099,7505,7505,1124,1454,1454
mar,E83613,3415,4652,4652,2673,3258,3258
mar,E83621,2007,3384,3384,1752,2409,2409
mar,E83622,1578,3278,3278,716,1639,1639
mar,E83637,1536,2541,2541,1328,1840,1840
mar,E83638,667,1591,1591,352,741,741
mar,E83639,2648,3358,3358,1524,1965,1965
mar,E83649,1197,1837,1837,455,786,786
mar,E83653,3447,5277,5277,2101,3009,3009
mar,E83668,1003,1637,1637,803,1054,1054
mar,F81004,777,3035,3035,645,1690,1690
mar,F81009,2344,4550,4550,1740,2302,2302
mar,F81010,1962,4537,4537,600,1476,1476
mar,F81011,2341,3984,3984,2134,2596,2596
mar,F81012,2081,3267,3267,1497,1732,1732
mar,F81014,2985,6162,6162,2218,3743,3743
mar,F81015,5977,8749,8749,3868,4478,4478
mar,F81017,2591,4658,4658,999,1276,1276
mar,F81019,8036,13947,13947,2777,4401,4401
mar,F81020,1503,4481,4481,874,2128,2128
mar,F81021,2199,5512,5512,1329,2553,2553
mar,F81022,3004,7378,7378,1708,3110,3110
mar,F81026,2520,4746,4746,1465,1738,1738
mar,F81027,6385,9666,9666,4885,5722,5722
mar,F81028,1119,3455,3455,588,1094,1094
mar,F81030,3066,7713,7713,1480,3438,3438
mar,F81034,1643,3926,3926,1048,1584,1584
mar,F81037,1968,4501,4501,406,841,841
mar,F81040,626,2035,2035,447,1055,1055
mar,F81042,10046,21293,21293,4242,7207,7207
mar,F81043,9532,13705,13705,2585,3729,3729
mar,F81044,3152,5168,5168,2317,2707,2707
mar,F81047,4649,7173,7173,2307,3361,3361
mar,F81048,1588,3458,3458,1185,1905,1905
mar,F81049,2906,6510,6510,1095,2715,2715
mar,F81052,2715,7046,7046,1115,2606,2606
mar,F81053,5663,9675,9675,2237,3514,3514
mar,F81056,2704,4919,4919,2124,2762,2762
mar,F81057,5081,7239,7239,2726,3805,3805
mar,F81062,2271,3044,3044,1895,2100,2100
mar,F81067,3449,6852,6852,1435,2061,2061
mar,F81068,3215,7127,7127,2008,3122,3122
mar,F81069,1982,3951,3951,889,1178,1178
mar,F81071,2583,4381,4381,1406,2039,2039
mar,F81072,1044,2389,2389,826,1206,1206
mar,F81076,889,1925,1925,428,586,586
mar,F81078,2689,5488,5488,2093,3509,3509
mar,F81082,8712,10526,10526,83,224,224
mar,F81083,3249,5384,5384,2097,2722,2722
mar,F81087,3300,6858,6858,1444,2493,2493
mar,F81088,842,1277,1277,646,923,923
mar,F81090,1567,3818,3818,1130,1926,1926
mar,F81091,1759,4174,4174,1408,2663,2663
mar,F81095,4429,10164,10164,3167,4456,4456
mar,F81098,986,2448,2448,365,1074,1074
mar,F81099,3073,5700,5700,1226,1868,1868
mar,F81100,6296,10929,10929,4261,5499,5499
mar,F81105,5303,9769,9769,2157,3231,3231
mar,F81106,4562,6205,6205,3758,4544,4544
mar,F81110,3390,6484,6484,1047,1451,1451
mar,F81113,1406,3341,3341,928,1605,1605
mar,F81114,1862,5247,5247,1035,2661,2661
mar,F81115,4708,10720,10720,2491,4092,4092
mar,F81116,2933,5686,5686,1471,2142,2142
mar,F81117,2609,4808,4808,652,1831,1831
mar,F81118,4506,6892,6892,1600,2745,2745
mar,F81119,1962,3968,3968,943,1699,1699
mar,F81120,2620,4901,4901,1383,1989,1989
mar,F81122,5030,10200,10200,3245,4871,4871
mar,F81126,1493,4589,4589,1022,2318,2318
mar,F81130,1426,3380,3380,548,1028,1028
mar,F81131,1520,3771,3771,789,1466,1466
mar,F81132,2889,5826,5826,1118,1910,1910
mar,F81133,2031,6493,6493,584,1604,1604
mar,F81134,1602,2569,2569,664,925,925
mar,F81136,3283,4955,4955,2561,3260,3260
mar,F81137,3453,4841,4841,1986,2720,2720
mar,F81141,3405,5236,5236,1024,1600,1600
mar,F81149,2442,5434,5434,1337,2426,2426
mar,F81152,3766,5848,5848,3407,4521,4521
mar,F81153,4849,7425,7425,2296,3123,3123
mar,F81155,3533,4793,4793,1289,1792,1792
mar,F81156,3221,6590,6590,1049,1368,1368
mar,F81165,498,1127,1127,408,831,831
mar,F81169,691,2241,2241,533,1310,1310
mar,F81170,2505,5098,5098,1006,1298,1298
mar,F81173,1080,2712,2712,504,952,952
mar,F81177,308,972,972,157,476,476
mar,F81181,4652,9146,9146,1127,2403,2403
mar,F81183,1856,4435,4435,1196,2393,2393
mar,F81184,946,1893,1893,741,1092,1092
mar,F81192,1484,3491,3491,1003,1725,1725
mar,F81193,1352,2547,2547,827,1051,1051
mar,F81197,1036,1396,1396,943,1152,1152
mar,F81198,529,960,960,473,634,634
mar,F81206,1917,3033,3033,1156,1564,1564
mar,F81211,1611,2278,2278,1313,1457,1457
mar,F81212,1068,3968,3968,151,522,522
mar,F81213,2534,5336,5336,46,440,440
mar,F81216,1062,1784,1784,987,1354,1354
mar,F81219,1504,2502,2502,1404,1881,1881
mar,F81221,1860,3055,3055,582,871,871
mar,F81606,521,1789,1789,311,585,585
mar,F81619,564,1158,1158,349,549,549
mar,F81623,637,919,919,547,722,722
mar,F81632,1326,2373,2373,856,1059,1059
mar,F81633,655,1551,1551,291,535,535
mar,F81635,4679,5778,5778,194,387,387
mar,F81636,4639,8284,8284,2654,3699,3699
mar,F81641,2335,3954,3954,824,1182,1182
mar,F81652,2376,4376,4376,649,950,950
mar,F81665,1200,2645,2645,636,1240,1240
mar,F81669,902,1567,1567,532,692,692
mar,F81674,4549,7050,7050,2168,2634,2634
mar,F81679,1224,2696,2696,311,753,753
mar,F81681,6385,10966,10966,2932,3089,3089
mar,F81683,1836,3834,3834,1581,2721,2721
mar,F81697,450,630,630,430,502,502
mar,F81708,1515,4086,4086,696,1562,1562
mar,F81716,2476,4627,4627,2155,2670,2670
mar,F81725,2194,4861,4861,1126,2352,2352
mar,F81730,3182,4391,4391,2528,2819,2819
mar,F81741,1565,5097,5097,667,1527,1527
mar,F81746,625,1544,1544,300,534,534
mar,F81749,5811,8248,8248,2848,3931,3931
mar,F81751,754,1587,1587,140,511,511
mar,F81757,787,2184,2184,259,500,500
mar,F83002,2347,4152,4152,1935,2878,2878
mar,F83003,2123,3278,3278,177,891,891
mar,F83004,1582,4347,4347,597,1640,1640
mar,F83005,4105,5647,5647,355,1184,1184
mar,F83006,2652,5638,5638,1980,3875,3875
mar,F83007,3274,3563,3563,999,999,999
mar,F83008,2153,3808,3808,1406,2344,2344
mar,F83010,13877,15815,15815,9254,10014,10014
mar,F83011,1397,2543,2543,862,1325,1325
mar,F83012,2969,4010,4010,2241,2665,2665
mar,F83015,5983,8290,8290,4618,5902,5902
mar,F83017,4193,7029,7029,2409,4267,4267
mar,F83018,2540,3887,3887,1839,2757,2757
mar,F83019,5135,7075,7075,1481,2189,2189
mar,F83020,2473,3905,3905,1718,2194,2194
mar,F83021,2110,4747,4747,1631,2540,2540
mar,F83022,3982,7010,7010,3318,5319,5319
mar,F83023,5720,8911,8911,3214,5215,5215
mar,F83032,1312,2988,2988,1055,1568,1568
mar,F83033,1294,2022,2022,1189,1459,1459
mar,F83034,346,512,512,249,337,337
mar,F83039,620,1700,1700,498,1241,1241
mar,F83042,581,1715,1715,448,1371,1371
mar,F83043,2917,4566,4566,997,1923,1923
mar,F83044,2821,3422,3422,2392,2657,2657
mar,F83045,2087,3511,3511,1712,2596,2596
mar,F83048,2452,3075,3075,1639,1844,1844
mar,F83050,331,1007,1007,265,766,766
mar,F83052,766,1153,1153,461,746,746
mar,F83053,1475,2492,2492,1311,1917,1917
mar,F83055,3879,6031,6031,3598,4961,4961
mar,F83056,1946,2807,2807,1172,1498,1498
mar,F83057,1164,2663,2663,771,1895,1895
mar,F83058,2655,4343,4343,1774,2702,2702
mar,F83059,7711,11818,11818,874,3128,3128
mar,F83060,1625,2216,2216,1434,1671,1671
mar,F83061,1943,2673,2673,1605,2231,2231
mar,F83063,2929,5152,5152,1354,2335,2335
mar,F83064,1977,3433,3433,1750,2333,2333
mar,F83615,2629,3395,3395,1797,2174,2174
mar,F83623,3587,5220,5220,552,1366,1366
mar,F83624,3286,5723,5723,1935,3183,3183
mar,F83632,1699,2629,2629,1024,1501,1501
mar,F83633,341,1009,1009,274,729,729
